gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,TotalCharges
Male,1,No,1,Yes,No,DSL,Two year,89,Yes,89
Male,0,No,66,Yes,Yes,Fiber optic,Month-to-month,55,No,3630
Male,0,No,19,Yes,Yes,Fiber optic,One year,55,Yes,1045
Male,0,No,70,Yes,No,DSL,Month-to-month,24,No,1680
Male,0,No,41,Yes,No,DSL,One year,100,No,4100
Male,0,Yes,45,Yes,No,DSL,Month-to-month,110,No,4950
Female,0,No,49,Yes,No,Fiber optic,Month-to-month,20,No,980
Male,1,No,22,Yes,No,DSL,Two year,90,Yes,1980
Female,0,Yes,56,Yes,Yes,Fiber optic,Month-to-month,100,No,5600
Female,0,No,15,Yes,Yes,Fiber optic,Month-to-month,56,Yes,840
Female,0,Yes,67,Yes,No,DSL,Month-to-month,100,No,6700
Male,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,20,No,20
Male,1,Yes,38,Yes,Yes,Fiber optic,Month-to-month,101,No,3838
Female,0,No,52,Yes,No,DSL,Two year,74,No,3848
Female,0,Yes,34,Yes,No,DSL,Month-to-month,20,No,680
Male,0,Yes,69,Yes,No,Fiber optic,Month-to-month,20,No,1380
Male,0,Yes,4,Yes,No,DSL,Month-to-month,102,Yes,408
Female,0,No,63,Yes,No,DSL,Month-to-month,59,No,3717
Male,0,No,24,Yes,Yes,Fiber optic,Month-to-month,20,No,480
Male,0,No,62,Yes,No,DSL,Month-to-month,91,No,5642
Female,0,No,36,Yes,Yes,DSL,Two year,19,No,684
Female,0,No,38,Yes,No,DSL,Month-to-month,68,No,2584
Female,1,No,47,Yes,Yes,DSL,Month-to-month,80,Yes,3760
Male,0,No,38,Yes,No,Fiber optic,Month-to-month,79,Yes,3002
Female,0,Yes,42,Yes,No,DSL,Month-to-month,92,No,3864
Female,0,No,42,Yes,No,DSL,One year,25,No,1050
Female,0,No,3,Yes,No,DSL,Month-to-month,75,No,225
Male,1,No,8,Yes,Yes,DSL,Two year,100,Yes,800
Male,1,No,9,Yes,No,DSL,Month-to-month,84,Yes,756
Female,0,No,58,Yes,No,Fiber optic,Month-to-month,68,No,3944
Male,1,No,21,Yes,No,DSL,Month-to-month,60,Yes,1260
Female,0,No,10,Yes,No,DSL,Month-to-month,21,No,210
Female,0,No,70,Yes,No,DSL,Two year,99,No,6930
Male,0,No,26,Yes,Yes,Fiber optic,Month-to-month,75,No,1950
Male,1,No,36,Yes,No,Fiber optic,Month-to-month,96,Yes,3456
Male,0,No,72,Yes,Yes,Fiber optic,Month-to-month,68,No,4896
Female,0,No,9,Yes,No,DSL,Two year,74,Yes,666
Female,0,No,15,Yes,No,DSL,Month-to-month,100,No,1500
Female,1,No,63,Yes,No,DSL,Two year,83,No,5229
Male,0,No,4,Yes,Yes,Fiber optic,Two year,64,No,256
Male,0,No,25,Yes,No,Fiber optic,Month-to-month,21,No,525
Male,0,No,46,Yes,Yes,Fiber optic,Month-to-month,20,No,920
Female,1,No,44,Yes,Yes,Fiber optic,One year,104,No,4576
Male,0,No,12,Yes,No,DSL,One year,20,No,240
Male,0,No,1,Yes,No,DSL,Month-to-month,45,No,45
Male,0,No,1,Yes,No,DSL,Two year,49,Yes,49
Female,1,No,20,Yes,No,DSL,One year,62,Yes,1240
Female,0,Yes,72,Yes,Yes,Fiber optic,Month-to-month,118,No,8496
Male,0,No,53,No,Yes,DSL,Two year,60,Yes,3180
Male,0,Yes,52,Yes,Yes,Fiber optic,Month-to-month,19,No,988
Male,1,No,2,Yes,No,DSL,Month-to-month,74,No,148
Male,0,No,50,Yes,No,DSL,Month-to-month,94,No,4700
Male,0,Yes,17,Yes,No,DSL,Month-to-month,69,Yes,1173
Male,1,No,51,No,No,DSL,One year,29,No,1479
Male,1,No,16,Yes,No,Fiber optic,Two year,79,No,1264
Female,0,No,18,Yes,Yes,DSL,Two year,95,No,1710
Male,0,Yes,71,Yes,Yes,DSL,Two year,85,No,6035
Male,0,Yes,68,No,Yes,DSL,Two year,45,No,3060
Male,1,No,1,Yes,No,DSL,Two year,75,No,75
Female,0,Yes,25,Yes,Yes,Fiber optic,Month-to-month,19,No,475
Male,1,No,24,Yes,No,Fiber optic,Month-to-month,93,Yes,2232
Male,0,No,14,No,Yes,Fiber optic,Month-to-month,51,Yes,714
Male,0,No,55,Yes,No,DSL,Two year,59,No,3245
Female,0,No,25,No,No,DSL,Month-to-month,61,No,1525
Male,0,Yes,10,Yes,No,Fiber optic,Month-to-month,60,No,600
Male,0,Yes,61,Yes,Yes,Fiber optic,Month-to-month,104,No,6344
Male,0,No,6,Yes,No,Fiber optic,Month-to-month,59,No,354
Male,0,No,13,Yes,No,DSL,Two year,20,No,260
Female,0,No,1,Yes,Yes,Fiber optic,One year,45,No,45
Female,0,No,2,Yes,Yes,Fiber optic,Month-to-month,70,No,140
Male,1,No,49,Yes,No,Fiber optic,Month-to-month,96,Yes,4704
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,45,Yes,45
Male,0,No,37,Yes,No,DSL,One year,94,No,3478
Female,0,Yes,40,Yes,No,DSL,Month-to-month,20,No,800
Female,1,No,23,Yes,No,DSL,Two year,95,Yes,2185
Female,1,No,66,Yes,No,Fiber optic,Month-to-month,108,No,7128
Male,0,Yes,17,Yes,No,DSL,Month-to-month,93,Yes,1581
Male,1,No,9,Yes,No,DSL,Month-to-month,85,Yes,765
Female,1,No,39,Yes,No,DSL,One year,101,No,3939
Male,0,Yes,23,No,Yes,DSL,Two year,40,No,920
Male,0,No,50,Yes,Yes,DSL,One year,20,No,1000
Female,0,No,3,Yes,No,DSL,Month-to-month,98,Yes,294
Female,0,No,61,Yes,No,DSL,Month-to-month,19,No,1159
Female,0,No,24,Yes,No,DSL,Month-to-month,89,No,2136
Female,0,Yes,14,Yes,No,DSL,One year,85,No,1190
Male,0,Yes,52,Yes,No,Fiber optic,Month-to-month,26,No,1352
Female,0,No,15,Yes,No,Fiber optic,Month-to-month,84,Yes,1260
Female,0,No,33,Yes,No,Fiber optic,Month-to-month,59,No,1947
Male,1,No,69,Yes,No,Fiber optic,Two year,95,No,6555
Female,0,Yes,61,Yes,Yes,Fiber optic,Month-to-month,88,No,5368
Male,0,Yes,71,Yes,Yes,Fiber optic,One year,116,No,8236
Female,0,No,53,Yes,Yes,Fiber optic,Month-to-month,91,No,4823
Female,1,No,42,Yes,No,Fiber optic,Month-to-month,56,No,2352
Male,0,No,36,Yes,No,Fiber optic,Month-to-month,79,No,2844
Male,0,No,25,Yes,Yes,DSL,Month-to-month,106,No,2650
Female,0,No,8,Yes,No,Fiber optic,Month-to-month,21,No,168
Female,0,No,16,Yes,Yes,DSL,Two year,96,Yes,1536
Female,0,No,12,Yes,No,DSL,Two year,90,Yes,1080
Female,0,No,28,Yes,Yes,DSL,Two year,105,Yes,2940
Male,0,No,7,Yes,Yes,Fiber optic,Two year,94,No,658
Male,1,No,32,Yes,No,DSL,Month-to-month,105,Yes,3360
Female,0,Yes,1,Yes,No,Fiber optic,One year,79,Yes,79
Male,0,No,8,No,No,Fiber optic,Month-to-month,30,Yes,240
Male,0,No,63,Yes,No,Fiber optic,Month-to-month,103,Yes,6489
Female,0,No,1,No,No,DSL,One year,35,Yes,35
Male,0,No,60,Yes,No,Fiber optic,Month-to-month,102,No,6120
Female,0,No,16,Yes,No,Fiber optic,Month-to-month,86,No,1376
Male,1,No,71,Yes,No,DSL,One year,92,No,6532
Male,0,Yes,40,Yes,Yes,Fiber optic,Month-to-month,85,No,3400
Female,1,No,18,Yes,Yes,DSL,One year,100,Yes,1800
Male,0,No,5,Yes,No,DSL,Month-to-month,79,No,395
Male,0,No,33,Yes,No,DSL,One year,79,No,2607
Female,0,Yes,13,Yes,No,DSL,Month-to-month,20,No,260
Female,0,No,40,Yes,No,DSL,Month-to-month,50,No,2000
Male,1,No,67,Yes,No,DSL,Month-to-month,116,No,7772
Female,0,No,16,Yes,Yes,DSL,One year,50,Yes,800
Male,0,No,59,Yes,No,DSL,Month-to-month,66,No,3894
Male,1,No,8,Yes,Yes,Fiber optic,Month-to-month,70,No,560
Male,0,Yes,7,Yes,No,Fiber optic,Month-to-month,20,No,140
Male,0,Yes,72,Yes,No,Fiber optic,Month-to-month,24,No,1728
Female,0,No,44,Yes,No,Fiber optic,Month-to-month,88,No,3872
Female,1,No,38,Yes,Yes,Fiber optic,Month-to-month,75,Yes,2850
Male,0,No,4,Yes,No,DSL,One year,56,No,224
Male,0,No,2,Yes,Yes,Fiber optic,Two year,53,No,106
Female,0,No,70,No,No,DSL,Month-to-month,50,No,3500
Female,0,No,33,Yes,No,DSL,Month-to-month,91,No,3003
Female,0,No,1,No,No,DSL,One year,25,No,25
Male,0,No,39,No,Yes,Fiber optic,Month-to-month,36,No,1404
Male,1,No,55,Yes,No,DSL,Two year,116,No,6380
Male,0,Yes,52,Yes,No,Fiber optic,Month-to-month,69,No,3588
Female,0,Yes,30,No,Yes,Fiber optic,Month-to-month,51,Yes,1530
Male,1,No,60,Yes,No,DSL,One year,99,No,5940
Male,0,Yes,50,Yes,No,Fiber optic,Month-to-month,55,No,2750
Female,0,No,32,Yes,No,DSL,Month-to-month,110,No,3520
Male,0,No,51,Yes,No,DSL,Two year,107,No,5457
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,74,No,74
Female,0,Yes,69,Yes,No,DSL,Month-to-month,26,No,1794
Female,0,Yes,42,Yes,Yes,Fiber optic,Month-to-month,94,Yes,3948
Male,0,No,14,No,Yes,DSL,One year,46,Yes,644
Male,0,Yes,52,Yes,Yes,Fiber optic,Month-to-month,26,No,1352
Male,0,No,62,Yes,Yes,Fiber optic,Two year,108,No,6696
Female,0,Yes,72,Yes,No,Fiber optic,Month-to-month,20,No,1440
Male,0,No,32,Yes,No,DSL,Two year,96,Yes,3072
Female,1,No,1,Yes,Yes,Fiber optic,Month-to-month,70,Yes,70
Female,1,No,72,Yes,Yes,DSL,Two year,78,No,5616
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,45,Yes,45
Female,0,No,1,Yes,No,DSL,One year,26,No,26
Male,0,No,5,Yes,No,Fiber optic,Month-to-month,104,Yes,520
Male,0,No,63,Yes,No,Fiber optic,Month-to-month,105,No,6615
Male,0,Yes,67,Yes,Yes,Fiber optic,Month-to-month,81,No,5427
Female,0,Yes,40,Yes,Yes,Fiber optic,Month-to-month,96,No,3840
Male,0,No,65,Yes,Yes,Fiber optic,Month-to-month,94,No,6110
Female,0,Yes,16,Yes,Yes,Fiber optic,One year,20,No,320
Female,1,No,46,Yes,No,DSL,One year,69,No,3174
Male,0,No,11,No,No,DSL,Two year,36,No,396
Female,0,No,49,Yes,Yes,Fiber optic,Two year,99,No,4851
Female,0,No,68,No,Yes,DSL,One year,54,No,3672
Female,0,No,10,Yes,No,Fiber optic,Month-to-month,19,No,190
Female,1,No,2,Yes,No,DSL,Month-to-month,84,No,168
Female,0,No,5,Yes,No,Fiber optic,One year,69,No,345
Male,0,Yes,53,Yes,Yes,Fiber optic,One year,63,No,3339
Male,1,No,54,Yes,Yes,DSL,Month-to-month,110,No,5940
Female,0,No,4,Yes,Yes,DSL,Month-to-month,45,Yes,180
Male,1,No,15,Yes,No,DSL,Month-to-month,76,Yes,1140
Male,0,No,10,Yes,No,DSL,Month-to-month,20,No,200
Female,0,No,3,Yes,Yes,Fiber optic,One year,55,Yes,165
Female,0,No,71,Yes,No,DSL,One year,25,No,1775
Male,0,No,8,Yes,No,Fiber optic,Month-to-month,55,No,440
Male,1,No,1,Yes,Yes,Fiber optic,Two year,94,Yes,94
Female,0,Yes,64,Yes,Yes,DSL,Two year,110,No,7040
Male,0,No,57,Yes,Yes,DSL,Two year,19,No,1083
Female,1,No,1,Yes,No,DSL,Month-to-month,101,Yes,101
Female,1,No,20,Yes,No,DSL,Two year,60,No,1200
Female,1,No,26,Yes,No,Fiber optic,Month-to-month,66,No,1716
Female,1,No,2,Yes,Yes,DSL,Two year,80,Yes,160
Male,0,Yes,32,Yes,Yes,Fiber optic,Month-to-month,95,No,3040
Female,0,No,5,Yes,Yes,Fiber optic,Month-to-month,25,No,125
Female,0,No,70,Yes,Yes,DSL,Two year,111,No,7770
Male,0,No,31,Yes,Yes,DSL,One year,55,Yes,1705
Female,0,No,7,Yes,Yes,Fiber optic,Two year,60,Yes,420
Male,0,No,1,No,Yes,Fiber optic,Month-to-month,25,No,25
Male,1,No,20,Yes,No,DSL,Two year,99,Yes,1980
Male,0,No,35,Yes,No,Fiber optic,Month-to-month,61,No,2135
Male,0,No,6,Yes,Yes,DSL,One year,61,No,366
Female,0,Yes,72,Yes,No,DSL,One year,75,No,5400
Female,0,No,13,Yes,No,DSL,One year,20,No,260
Female,1,No,4,Yes,No,DSL,Month-to-month,49,No,196
Male,0,Yes,63,Yes,Yes,Fiber optic,Month-to-month,19,No,1197
Male,0,No,69,Yes,No,Fiber optic,Month-to-month,85,No,5865
Female,0,No,3,No,No,DSL,One year,34,Yes,102
Female,1,No,71,Yes,No,DSL,Month-to-month,81,No,5751
Male,0,No,15,Yes,Yes,Fiber optic,Month-to-month,19,No,285
Female,0,Yes,30,Yes,No,DSL,Two year,20,No,600
Female,0,No,23,Yes,Yes,DSL,Month-to-month,83,No,1909
Male,1,No,9,Yes,Yes,Fiber optic,Month-to-month,20,No,180
Male,0,No,35,Yes,No,DSL,Month-to-month,19,No,665
Female,0,Yes,6,Yes,No,Fiber optic,Month-to-month,55,No,330
Female,0,No,1,Yes,Yes,Fiber optic,Two year,75,Yes,75
Female,0,Yes,72,Yes,No,DSL,Two year,25,No,1800
Male,0,Yes,45,Yes,No,DSL,Two year,84,No,3780
Male,0,Yes,7,Yes,Yes,DSL,Month-to-month,90,Yes,630
Male,0,No,70,No,No,DSL,One year,48,No,3360
Male,0,No,53,Yes,Yes,DSL,Two year,20,No,1060
Male,0,No,4,Yes,No,DSL,Month-to-month,52,Yes,208
Female,0,No,72,Yes,Yes,Fiber optic,Month-to-month,92,No,6624
Male,0,Yes,72,No,Yes,DSL,Month-to-month,45,No,3240
Male,1,No,17,Yes,No,DSL,Month-to-month,95,No,1615
Female,0,No,7,Yes,No,Fiber optic,Month-to-month,70,No,490
Female,0,Yes,11,Yes,No,DSL,One year,20,Yes,220
Female,0,No,2,Yes,Yes,DSL,Month-to-month,75,Yes,150
Male,0,Yes,11,Yes,No,Fiber optic,Month-to-month,78,No,858
Male,1,No,5,Yes,No,DSL,Month-to-month,91,Yes,455
Male,1,No,4,Yes,No,DSL,Month-to-month,75,Yes,300
Male,0,No,30,Yes,No,DSL,Month-to-month,50,No,1500
Female,0,Yes,11,Yes,No,DSL,One year,21,No,231
Male,0,No,17,No,Yes,DSL,Two year,50,No,850
Female,1,No,34,No,Yes,DSL,Two year,56,No,1904
Female,1,No,2,No,No,DSL,Two year,30,Yes,60
Male,0,Yes,55,Yes,Yes,Fiber optic,One year,19,No,1045
Female,1,No,5,Yes,Yes,Fiber optic,Month-to-month,60,No,300
Female,0,Yes,11,Yes,No,Fiber optic,Month-to-month,20,No,220
Female,0,Yes,1,Yes,No,Fiber optic,Month-to-month,80,Yes,80
Female,0,No,70,Yes,No,DSL,Month-to-month,19,No,1330
Male,1,No,2,Yes,No,DSL,One year,75,Yes,150
Female,0,No,7,Yes,Yes,Fiber optic,Month-to-month,74,Yes,518
Male,0,No,35,Yes,Yes,DSL,Two year,20,No,700
Female,0,No,58,Yes,No,DSL,One year,71,No,4118
Female,0,Yes,72,Yes,Yes,DSL,Month-to-month,109,No,7848
Male,0,Yes,68,Yes,Yes,DSL,One year,63,No,4284
Male,0,No,26,Yes,No,DSL,One year,59,No,1534
Female,0,No,12,Yes,No,DSL,One year,45,No,540
Male,0,Yes,25,Yes,Yes,Fiber optic,Two year,60,No,1500
Male,1,Yes,72,Yes,No,Fiber optic,One year,115,No,8280
Male,0,Yes,70,Yes,Yes,Fiber optic,Month-to-month,115,No,8050
Male,1,Yes,1,Yes,No,DSL,Month-to-month,50,Yes,50
Male,0,No,26,Yes,Yes,DSL,One year,87,No,2262
Female,0,Yes,2,Yes,Yes,Fiber optic,Month-to-month,66,Yes,132
Female,0,Yes,28,Yes,Yes,Fiber optic,Month-to-month,20,No,560
Female,0,Yes,6,Yes,Yes,DSL,Two year,20,No,120
Female,0,Yes,58,No,No,Fiber optic,Month-to-month,60,No,3480
Female,1,No,29,No,Yes,Fiber optic,Month-to-month,45,No,1305
Male,0,No,16,Yes,No,DSL,Two year,71,No,1136
Male,1,No,43,Yes,No,DSL,Month-to-month,101,Yes,4343
Male,0,No,52,Yes,No,DSL,Month-to-month,75,No,3900
Female,0,Yes,72,Yes,No,Fiber optic,One year,119,No,8568
Male,0,Yes,71,Yes,No,Fiber optic,Month-to-month,19,No,1349
Male,0,No,65,Yes,Yes,DSL,Month-to-month,20,No,1300
Female,0,No,49,Yes,Yes,DSL,One year,84,No,4116
Male,0,No,52,Yes,Yes,Fiber optic,Two year,84,No,4368
Male,0,No,2,Yes,No,Fiber optic,One year,20,Yes,40
Male,0,Yes,71,Yes,No,Fiber optic,Month-to-month,109,No,7739
Male,0,No,54,Yes,Yes,Fiber optic,One year,89,No,4806
Female,0,Yes,15,Yes,Yes,DSL,Two year,76,No,1140
Male,1,No,50,Yes,No,DSL,Two year,105,No,5250
Male,0,Yes,19,Yes,No,DSL,Month-to-month,84,Yes,1596
Female,1,No,70,Yes,No,DSL,Month-to-month,104,No,7280
Female,1,No,72,Yes,Yes,DSL,Two year,107,No,7704
Male,1,No,52,Yes,No,DSL,Month-to-month,105,No,5460
Female,0,Yes,15,Yes,No,DSL,Two year,46,No,690
Female,0,Yes,72,Yes,Yes,Fiber optic,Month-to-month,77,No,5544
Male,1,No,3,Yes,Yes,Fiber optic,One year,81,Yes,243
Male,0,No,58,Yes,No,DSL,Month-to-month,99,No,5742
Female,0,No,1,Yes,No,Fiber optic,One year,20,No,20
Male,0,No,35,Yes,Yes,DSL,Two year,90,No,3150
Female,0,Yes,50,Yes,No,DSL,Month-to-month,84,Yes,4200
Male,0,No,41,Yes,Yes,Fiber optic,Month-to-month,20,No,820
Male,0,Yes,72,Yes,No,Fiber optic,Month-to-month,64,No,4608
Female,0,No,30,Yes,No,DSL,Month-to-month,69,No,2070
Female,0,Yes,2,No,No,Fiber optic,Month-to-month,24,Yes,48
Male,0,No,15,No,Yes,Fiber optic,One year,30,Yes,450
Male,0,Yes,37,Yes,No,Fiber optic,Month-to-month,59,No,2183
Male,0,Yes,72,Yes,Yes,DSL,Month-to-month,75,No,5400
Male,0,Yes,72,Yes,No,Fiber optic,Month-to-month,25,No,1800
Male,0,No,70,Yes,No,DSL,Two year,114,No,7980
Male,0,No,23,Yes,No,Fiber optic,Month-to-month,84,No,1932
Female,0,No,8,Yes,No,DSL,Two year,75,No,600
Male,0,No,2,Yes,Yes,DSL,One year,46,Yes,92
Female,0,Yes,26,No,Yes,Fiber optic,Month-to-month,39,No,1014
Male,0,Yes,52,Yes,Yes,DSL,Month-to-month,20,No,1040
Female,0,Yes,23,No,Yes,DSL,Month-to-month,35,No,805
Female,0,No,15,Yes,No,DSL,Month-to-month,99,Yes,1485
Male,0,No,40,Yes,No,DSL,Two year,50,No,2000
Male,0,No,27,Yes,Yes,Fiber optic,Month-to-month,59,No,1593
Female,0,No,37,Yes,No,DSL,Month-to-month,20,No,740
Male,0,No,45,Yes,No,DSL,Month-to-month,112,No,5040
Female,0,No,5,Yes,Yes,DSL,Two year,70,Yes,350
Female,0,No,71,Yes,Yes,Fiber optic,One year,24,No,1704
Male,0,No,4,Yes,Yes,Fiber optic,Month-to-month,54,Yes,216
Female,0,Yes,38,Yes,Yes,DSL,Two year,20,No,760
Male,0,Yes,3,Yes,Yes,Fiber optic,Month-to-month,56,No,168
Male,0,No,17,Yes,No,DSL,Month-to-month,19,No,323
Male,0,Yes,70,Yes,No,Fiber optic,Month-to-month,90,No,6300
Male,0,No,1,Yes,Yes,DSL,Two year,45,No,45
Female,0,Yes,71,Yes,No,Fiber optic,One year,100,No,7100
Male,0,No,37,Yes,Yes,Fiber optic,One year,91,No,3367
Male,0,No,64,Yes,Yes,Fiber optic,Month-to-month,70,No,4480
Female,1,No,37,Yes,No,DSL,One year,90,No,3330
Male,0,Yes,65,Yes,Yes,Fiber optic,Month-to-month,109,Yes,7085
Female,0,Yes,23,Yes,No,DSL,Month-to-month,49,No,1127
Female,0,No,22,Yes,No,DSL,Month-to-month,79,Yes,1738
Female,1,No,26,Yes,Yes,DSL,Month-to-month,61,No,1586
Female,0,No,25,Yes,No,DSL,Month-to-month,80,Yes,2000
Female,0,No,60,Yes,No,DSL,Month-to-month,97,No,5820
Female,0,No,1,Yes,No,DSL,Month-to-month,96,Yes,96
Female,0,No,71,Yes,No,Fiber optic,Month-to-month,89,No,6319
Female,1,No,27,Yes,Yes,Fiber optic,Month-to-month,85,Yes,2295
Female,0,No,3,Yes,Yes,Fiber optic,One year,89,Yes,267
Male,0,Yes,58,Yes,Yes,Fiber optic,Month-to-month,95,No,5510
Female,0,No,14,Yes,No,DSL,Month-to-month,75,Yes,1050
Male,0,Yes,71,Yes,Yes,Fiber optic,Two year,71,No,5041
Female,0,Yes,2,No,No,Fiber optic,Month-to-month,29,No,58
Female,0,No,40,Yes,No,DSL,Month-to-month,21,No,840
Male,0,Yes,68,Yes,No,Fiber optic,Month-to-month,25,No,1700
Female,1,No,57,Yes,No,Fiber optic,Two year,101,No,5757
Female,0,No,45,Yes,No,DSL,Month-to-month,87,Yes,3915
Male,0,Yes,70,Yes,Yes,DSL,Two year,117,No,8190
Male,0,No,68,Yes,No,DSL,One year,108,No,7344
Female,0,No,52,Yes,No,DSL,Two year,103,No,5356
Female,0,No,72,Yes,No,Fiber optic,One year,115,No,8280
Male,1,No,24,Yes,No,DSL,Month-to-month,76,Yes,1824
Male,0,Yes,67,Yes,No,Fiber optic,Month-to-month,60,No,4020
Female,0,No,68,No,No,DSL,Month-to-month,64,No,4352
Male,0,Yes,23,Yes,Yes,Fiber optic,Month-to-month,20,No,460
Male,0,No,71,No,No,Fiber optic,Two year,49,Yes,3479
Female,0,No,1,No,No,Fiber optic,One year,24,No,24
Female,0,Yes,71,Yes,Yes,Fiber optic,Month-to-month,20,No,1420
Male,1,No,69,Yes,Yes,DSL,Two year,111,No,7659
Female,1,No,40,Yes,Yes,Fiber optic,One year,99,Yes,3960
Female,1,No,18,Yes,Yes,Fiber optic,Two year,85,No,1530
Male,0,No,22,Yes,Yes,DSL,Two year,95,Yes,2090
Male,0,Yes,69,No,No,DSL,One year,39,No,2691
Female,1,No,62,Yes,No,DSL,Month-to-month,84,No,5208
Female,0,No,56,Yes,Yes,Fiber optic,Month-to-month,20,No,1120
Female,0,No,7,Yes,Yes,Fiber optic,Two year,20,No,140
Male,0,No,1,Yes,No,DSL,Two year,19,No,19
Male,0,Yes,6,Yes,No,Fiber optic,Two year,20,No,120
Male,0,No,2,Yes,No,DSL,Two year,86,Yes,172
Male,1,No,16,Yes,No,DSL,One year,55,No,880
Male,0,No,2,Yes,No,DSL,One year,20,No,40
Female,0,No,72,Yes,Yes,Fiber optic,Two year,86,No,6192
Female,0,Yes,7,No,No,DSL,One year,35,No,245
Female,0,Yes,19,No,No,DSL,Month-to-month,25,No,475
Female,0,No,14,Yes,Yes,Fiber optic,Two year,78,No,1092
Male,0,No,64,Yes,No,DSL,Two year,106,Yes,6784
Female,0,No,25,Yes,No,Fiber optic,Month-to-month,78,No,1950
Male,0,Yes,70,Yes,No,DSL,One year,86,No,6020
Male,0,No,66,Yes,Yes,Fiber optic,Month-to-month,19,No,1254
Male,0,Yes,1,Yes,No,DSL,Two year,72,Yes,72
Female,0,No,53,Yes,Yes,DSL,One year,91,No,4823
Female,0,No,6,Yes,Yes,DSL,Two year,56,Yes,336
Female,0,No,59,Yes,No,Fiber optic,Month-to-month,96,No,5664
Male,0,No,31,Yes,Yes,DSL,Two year,78,Yes,2418
Male,0,No,3,Yes,Yes,Fiber optic,Two year,74,Yes,222
Female,0,Yes,15,Yes,No,DSL,Month-to-month,69,Yes,1035
Male,0,No,48,Yes,Yes,DSL,Two year,106,Yes,5088
Male,0,Yes,2,Yes,No,Fiber optic,Month-to-month,57,Yes,114
Male,1,No,70,Yes,Yes,Fiber optic,Month-to-month,103,Yes,7210
Female,0,No,2,Yes,No,DSL,One year,91,Yes,182
Male,0,No,47,Yes,No,DSL,Month-to-month,111,Yes,5217
Female,0,Yes,24,Yes,Yes,Fiber optic,Two year,21,No,504
Male,0,No,31,Yes,No,DSL,Two year,94,No,2914
Female,0,No,54,Yes,No,DSL,Two year,111,Yes,5994
Male,0,No,1,Yes,No,DSL,Two year,55,No,55
Female,0,Yes,12,No,Yes,Fiber optic,Month-to-month,33,No,396
Male,0,No,48,Yes,Yes,Fiber optic,One year,71,No,3408
Female,1,No,1,Yes,No,DSL,One year,74,Yes,74
Male,0,No,71,Yes,Yes,Fiber optic,Month-to-month,65,No,4615
Male,0,Yes,56,Yes,Yes,Fiber optic,Month-to-month,25,No,1400
Female,1,No,66,Yes,Yes,DSL,One year,81,Yes,5346
Male,0,Yes,50,Yes,Yes,Fiber optic,Month-to-month,20,No,1000
Female,1,No,63,Yes,Yes,Fiber optic,One year,90,No,5670
Male,0,No,1,Yes,No,DSL,Two year,45,Yes,45
Female,0,No,6,No,No,DSL,Month-to-month,49,No,294
Female,0,No,5,Yes,Yes,DSL,Month-to-month,51,No,255
Female,0,Yes,35,Yes,No,DSL,Month-to-month,72,Yes,2520
Female,0,No,71,Yes,No,DSL,Month-to-month,119,No,8449
Female,0,No,42,Yes,No,Fiber optic,One year,66,No,2772
Female,0,No,64,Yes,No,DSL,One year,19,No,1216
Male,0,No,1,Yes,No,DSL,Month-to-month,50,No,50
Male,0,No,1,Yes,Yes,DSL,Two year,70,Yes,70
Male,0,No,69,Yes,No,DSL,Month-to-month,107,No,7383
Male,0,No,33,Yes,No,Fiber optic,Month-to-month,93,No,3069
Female,0,Yes,20,Yes,No,DSL,One year,20,No,400
Male,0,Yes,13,Yes,Yes,Fiber optic,One year,24,No,312
Female,0,No,28,Yes,No,DSL,Month-to-month,56,No,1568
Female,0,Yes,72,Yes,No,DSL,Two year,81,No,5832
Male,0,No,9,Yes,No,DSL,One year,70,No,630
Female,0,No,72,Yes,No,DSL,Month-to-month,108,No,7776
Female,1,No,52,Yes,Yes,DSL,Two year,60,No,3120
Female,0,No,34,Yes,No,DSL,One year,61,No,2074
Male,0,Yes,71,Yes,No,DSL,Month-to-month,100,No,7100
Female,0,No,6,Yes,No,DSL,Month-to-month,20,No,120
Female,0,No,31,Yes,No,Fiber optic,Month-to-month,64,No,1984
Female,1,No,1,Yes,No,DSL,Two year,91,Yes,91
Female,0,Yes,49,Yes,No,DSL,Month-to-month,25,No,1225
Female,0,No,27,Yes,Yes,Fiber optic,Month-to-month,20,No,540
Female,0,No,53,Yes,No,DSL,Two year,93,No,4929
Female,1,No,35,Yes,No,DSL,Month-to-month,100,Yes,3500
Male,0,No,2,Yes,No,DSL,Two year,96,Yes,192
Female,0,No,46,No,No,DSL,One year,44,No,2024
Female,0,No,35,Yes,No,DSL,Month-to-month,19,No,665
Male,0,No,9,Yes,Yes,Fiber optic,One year,74,No,666
Male,0,No,64,Yes,Yes,Fiber optic,Month-to-month,104,No,6656
Female,0,No,13,Yes,No,DSL,Two year,79,Yes,1027
Female,0,No,55,Yes,No,Fiber optic,Month-to-month,82,No,4510
Female,0,Yes,51,Yes,No,DSL,Month-to-month,94,No,4794
Female,0,Yes,5,Yes,Yes,DSL,Two year,24,No,120
Male,0,Yes,20,Yes,No,DSL,Month-to-month,70,Yes,1400
